brand name,dosage form,generic,strength,manufacturer
PrimaVera,Capsule,Evening primrose oil,500 mg,Renata Limited
PrimaVera,Capsule,Evening primrose oil,1000 mg,Renata Limited
Primacap,Capsule,Evening primrose oil,500 mg,Drug International Ltd.
Primacap,Capsule,Evening primrose oil,1000 mg,Drug International Ltd.
Turmeric,Capsule,Curcuma Longa [Turmeric Extract],1000 mg,Drug International Ltd.
Trigone,Capsule,Ambergris + Salep + Galangal,,Hamdard Bangladesh
Trifala Churna,Oral Powder,Emblic Myrobalan + Chebulic + Belleric,1 mg+1 mg+1 mg,Hamdard Bangladesh
Torel,Muscle Rub,Menthol + Camphor + Methyl Salicylate + Oleoresin Capsicum,(25.40 mg+14.30 mg+4.20 mg+0.05 mg)/gm,Square Pharmaceuticals Ltd.
Tonalax,Tablet,"Qurs Mulayin [Scammony, Lavender, Fennel]",,Hamdard Bangladesh
Toco Soft,Capsule,Tocotrienol + Tocopherol,50 mg + 13.5 mg,Square Pharmaceuticals Ltd.
Tartflex,Capsule,Tart Cherry,500 mg,Radiant Pharmaceuticals Ltd.
Sylhep,Capsule,Silymarin [Milk thistle],140 mg,UniMed UniHealth
Sweet Drop,Liquid,Stevia Rebaudiana,500 mg/ml,ACME Laboratories Ltd.
Suzarn,Tablet,"Suzark [Chir Pine, Chickpea, Pearl]",,Hamdard Bangladesh
Surobin,Tablet,Suranjan,,Hamdard Bangladesh
Sufoof Suparipak,Oral Powder,Date palm + Betel nut + Acacia,,Hamdard Bangladesh
Sualin,Tablet,Licorice + Vasaka + Basil + Peppermint,,Hamdard Bangladesh
Stimugin,Capsule,Panax Ginseng,500 mg,Alien Pharma
Spirucap,Capsule,Spirulina,500 mg,Drug International Ltd.
Spermatin,Tablet,Kusta Qalyee [Calcined stannum],12.5 mg,Hamdard Bangladesh
Silycap,Capsule,Silymarin [Milk thistle],140 mg,Ibn Sina Pharmaceuticals Ltd.
Silycap,Capsule,Silymarin [Milk thistle],70 mg,Ibn Sina Pharmaceuticals Ltd.
Silybin,Capsule,Silymarin [Milk thistle],140 mg,Square Pharmaceuticals Ltd.
Silybin,Capsule,Silymarin [Milk thistle],70 mg,Square Pharmaceuticals Ltd.
Selvin,Tablet,"Salajeet [Mineral Pitch, Red Sage]",71.43 mg+71.43 mg,Hamdard Bangladesh
Santonic,Syrup,Sanjivani Rasayan,,ACME Laboratories Ltd.
Safkin,Syrup,Saribadyarista,,ACME Laboratories Ltd.
Safi,Capsule,Sana + Revand Chini + Neem + Chirata + Tulsi,,Hamdard Bangladesh
Safi,Syrup,Sana + Revand Chini + Neem + Chirata + Tulsi,,Hamdard Bangladesh
Saduri,Syrup,Herbal cough syrup [Tulsi],,Hamdard Bangladesh
Rostil Plus,Effervescent Granules,Ispaghula Husk + Mebeverine Hydrochloride,(3.5 gm+135 mg)/sachet,Beximco Pharmaceuticals Ltd.
Rosnum,Tablet,Nux-vomica + Black Pepper + Long Pepper,125 mg+62.5 mg+62.5 mg,Hamdard Bangladesh
Rose,Capsule,Evening primrose oil,500 mg,General Pharmaceuticals Ltd.
Zerova,Tablet,Steviol Glycoside,,Incepta Pharmaceuticals Ltd.
ZeroCof,Syrup,Herbal cough syrup [Adhatoda Vasica],,Chemist Laboratories  Ltd.
Yorex,Tablet,Yohimbine Hydrochloride,5.4 mg,Ibn Sina Pharmaceuticals Ltd.
Yohim,Tablet,Yohimbine Hydrochloride,5.4 mg,Radiant Nutraceuticals Ltd.
Womenton,Syrup,Dasamularista,,ACME Laboratories Ltd.
Vital Protein,Capsule,Spirulina,500 mg,UniMed UniHealth
Vita-E,Chewable Tablet,Vitamin E [Alpha Tocopherol Acetate],200 mg,Edruc Limited
Visibil,Capsule,Bilberry fruit [Vaccinium myrtillus L],160 mg,Renata Limited
Vigo-Fort,Capsule,Jouban Satadal,250 mg,ACME Laboratories Ltd.
Vegecap-E,Capsule,Vitamin E [Alpha Tocopherol Acetate],400 IU,NIPRO JMI Pharma Ltd.
Vegecap-E,Capsule,Vitamin E [Alpha Tocopherol Acetate],200 IU,NIPRO JMI Pharma Ltd.
Vanila E,Chewable Tablet,Vitamin E [Alpha Tocopherol Acetate],200 mg,Eskayef Pharmaceuticals Ltd.
Valent,Capsule,Valerian Root,450 mg,Hamdard Bangladesh
Uripam,Capsule,Saw Palmetto (160 mg),160 mg,Square Pharmaceuticals Ltd.
Uricool,Syrup,"Fennel [Mouri, Gohkshura, Kasni]",,ACME Laboratories Ltd.
Urican,Capsule,Cranberry [Vaccinium macrocarpon],400 mg,Drug International Ltd.
Ulpep,Capsule,Hingastak Churna,500 mg,Square Pharmaceuticals Ltd.
UbiCare,Capsule,Coenzyme Q10 [Ubidecarenone],100 mg,Popular Pharmaceuticals Ltd.
UbiCare,Capsule,Coenzyme Q10 [Ubidecarenone],60 mg,Popular Pharmaceuticals Ltd.
Ubi-Q,Capsule,Coenzyme Q10 [Ubidecarenone],200 mg,Radiant Pharmaceuticals Ltd.
Ubi-Q,Capsule,Coenzyme Q10 [Ubidecarenone],100 mg,Radiant Nutraceuticals Ltd.
Adlock,Tablet,Propranolol Hydrochloride,10 mg,Sonear Laboratories Ltd.
Adlock,Tablet,Propranolol Hydrochloride,40 mg,Sonear Laboratories Ltd.
Adlinameg,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,UniMed UniHealth
Adlinameg,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,UniMed UniHealth
Adlina,Tablet,Linagliptin,5 mg,UniMed UniHealth
Adiz,Tablet,Azithromycin Dihydrate,500 mg,Euro Pharma Ltd.
Adiz,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Euro Pharma Ltd.
Adiz,Capsule,Azithromycin Dihydrate,250 mg,Euro Pharma Ltd.
Adiva,Tablet,Efavirenz,600 mg,Square Pharmaceuticals Ltd.
Adiponil,Capsule,Orlistat,120 mg,Incepta Pharmaceuticals Ltd.
Aduvit,Capsule,Vitamin B complex,,Pacific Pharmaceuticals Ltd.
Aduvit,Syrup,Vitamin B complex,,Pacific Pharmaceuticals Ltd.
Adtrizin,Tablet,Cetirizine Hydrochloride,10 mg,Team Pharmaceuticals Ltd.
ADS-10,IV Infusion,Sodium Chloride + Dextrose,0.225%+10%,Libra Infusions Ltd.
Adryl,Syrup,Diphenhydramine Hydrochloride,10 mg/5 ml,Square Pharmaceuticals Ltd.
Adrox,Powder for Suspension,Cefuroxime Axetil,125 mg/5 ml,Ad-din Pharmaceuticals Ltd.
Adrinor,Injection,Adrenaline,1 mg/ml,Incepta Pharmaceuticals Ltd.
Adrin,Injection,Adrenaline,1 mg/ml,Gaco Pharmaceuticals Ltd.
Adribin,IV Infusion,Doxorubicin Hydrochloride,2 mg/ml,Healthcare Pharmaceuticals Ltd.
Adrenaline,Injection,Adrenaline,1 mg/ml,Techno Drugs Ltd.
Adrebloc,IV Injection,Esmolol Hydrochloride,100 mg/10 ml,ZAS Corporation
Adorex,Oral Suspension,Domperidone Maleate,5 mg/5 ml,Ambee Pharmaceuticals Ltd.
Adorex,Pediatric Drops,Domperidone Maleate,5 mg/ml,Ambee Pharmaceuticals Ltd.
Adorex,Tablet,Domperidone Maleate,10 mg,Ambee Pharmaceuticals Ltd.
Adora,Capsule,Cefadroxil Monohydrate,500 mg,Incepta Pharmaceuticals Ltd.
Adora,Tablet,Cefadroxil Monohydrate,1000 mg,Incepta Pharmaceuticals Ltd.
Adora,Pediatric Drops,Cefadroxil Monohydrate,125 mg/1.25 ml,Incepta Pharmaceuticals Ltd.
Adora,Powder for Suspension,Cefadroxil Monohydrate,125 mg/5 ml,Incepta Pharmaceuticals Ltd.
Adonid DS,Powder for Suspension,Nitazoxanide,100 mg/5 ml,Rephco Pharmaceuticals Ltd.
Adonid,Tablet,Nitazoxanide,500 mg,Rephco Pharmaceuticals Ltd.
Adocil,Powder for Suspension,Cefadroxil Monohydrate,125 mg/5 ml,Kemiko Pharmaceuticals Ltd.
Adocil,Capsule,Cefadroxil Monohydrate,500 mg,Kemiko Pharmaceuticals Ltd.
Adnor,Tablet,Doxepin (Oral),3 mg,Apex Pharmaceuticals Ltd.
Adnix,Powder for Suspension,Nitazoxanide,100 mg/5 ml,Alco Pharma Ltd.
Adnix,Tablet,Nitazoxanide,500 mg,Alco Pharma Ltd.
Admox DS,Capsule,Amoxicillin Trihydrate,500 mg,Team Pharmaceuticals Ltd.
Admox,Powder for Suspension,Amoxicillin Trihydrate,125 mg/5 ml,Team Pharmaceuticals Ltd.
Admira MR,Tablet (Modified Release),Gliclazide,30 mg,UniMed UniHealth
Admira,Tablet,Gliclazide,80 mg,UniMed UniHealth
Adlorin,Tablet,Desloratadine,5 mg,Ad-din Pharmaceuticals Ltd.
Adipal Plus,Gel,Adapalene + Benzoyl peroxide,0.1%+2.5%,Guardian Healthcare Ltd.
Afix,Tablet,Cefixime Trihydrate,400 mg,Aristopharma Ltd.
Afix,Powder for Suspension,Cefixime Trihydrate,100 mg/5 ml,Aristopharma Ltd.
Afix,Capsule,Cefixime Trihydrate,400 mg,Aristopharma Ltd.
Afix,Capsule,Cefixime Trihydrate,200 mg,Aristopharma Ltd.
Afix,Tablet,Cefixime Trihydrate,200 mg,Aristopharma Ltd.
Afinitor,Tablet,Everolimus,10 mg,Novartis (Bangladesh) Ltd.
Afinitor,Tablet,Everolimus,5 mg,Novartis (Bangladesh) Ltd.
Affrox,Capsule,,30 mg,Radiant Pharmaceuticals Ltd.
Afexa,Tablet,Fexofenadine Hydrochloride,180 mg,UniMed UniHealth
Afexa,Tablet,Fexofenadine Hydrochloride,120 mg,UniMed UniHealth
Afexa,Oral Suspension,Fexofenadine Hydrochloride,30 mg/5 ml,UniMed UniHealth
Afatin,Tablet,Afatinib Dimaleate,40 mg,Beacon Pharmaceuticals Ltd.
Aerovil,Syrup,Pheniramine Maleate,15 mg/5 ml,Beximco Pharmaceuticals Ltd.
Aerophin,Nebuliser Solution,Racepinephrine,11.25 mg/0.5 ml,Incepta Pharmaceuticals Ltd.
Aeropac,Pediatric Drops,Simethicone,67 mg/ml,Amico Laboratories Ltd.
Aeronid,Inhaler,Budesonide (Inhaler),200 mcg/puff,Beximco Pharmaceuticals Ltd.
Aeron FT,Dispersible Tablet,Montelukast Sodium,4 mg,Healthcare Pharmaceuticals Ltd.
Aeron FT,Dispersible Tablet,Montelukast Sodium,5 mg,Healthcare Pharmaceuticals Ltd.
Aeron,Tablet,Montelukast Sodium,10 mg,Healthcare Pharmaceuticals Ltd.
Aerofen,Tablet,Ketotifen Fumarate (Oral),1 mg,Silva Pharmaceuticals Ltd.
Aerofen,Syrup,Ketotifen Fumarate (Oral),1 mg/5 ml,Silva Pharmaceuticals Ltd.
Aerodyl,Tablet,Bambuterol Hydrochloride,10 mg,Silva Pharmaceuticals Ltd.
Aerodyl,Tablet,Bambuterol Hydrochloride,20 mg,Silva Pharmaceuticals Ltd.
Aerodyl,Oral Solution,Bambuterol Hydrochloride,5 mg/5 ml,Silva Pharmaceuticals Ltd.
Adze,Chewable Tablet,Albendazole,400 mg,Kemiko Pharmaceuticals Ltd.
Advixa,SC Injection,Adalimumab,40 mg/0.8 ml,Incepta Pharmaceuticals Ltd.
Advel,Tablet,Ibuprofen,400 mg,Opsonin Pharma Ltd.
Advel,Tablet,Ibuprofen,200 mg,Opsonin Pharma Ltd.
Advast,Tablet,Amlodipine Besilate + Atorvastatin,5 mg+10 mg,Alco Pharma Ltd.
Advel,Oral Suspension,Ibuprofen,100 mg/5 ml,Opsonin Pharma Ltd.
Agrippal S1,IM Injection,Inactivated Influenza Vaccine,0.5 ml/prefilled syringe,Novartis (Bangladesh) Ltd.
Agoxin,Tablet,Digoxin,0.25 mg,Aristopharma Ltd.
Agotin,Tablet,Agomelatine,25 mg,Beacon Pharmaceuticals Ltd.
Agorest,Tablet,Agomelatine,25 mg,Everest Pharmaceuticals Ltd.
Aglip,Tablet,Alogliptin Benzoate,12.5 mg,Eskayef Pharmaceuticals Ltd.
Aglip,Tablet,Alogliptin Benzoate,25 mg,Eskayef Pharmaceuticals Ltd.
Aggreno,Capsule (Extended Release),Aspirin + Dipyridamole,25 mg+200 mg,Ziska Pharmaceuticals Ltd.
Aggra,Tablet,Sildenafil Citrate,50 mg,Eskayef Pharmaceuticals Ltd.
Aggra,Tablet,Sildenafil Citrate,100 mg,Eskayef Pharmaceuticals Ltd.
Agedefy,Tablet,Betacarotene + Vitamin C + Vitamin E,6 mg+200 mg+50 mg,Medimet Pharmaceuticals Ltd.
Age Plus,Tablet,Super antioxidant [vitamins & minerals],,Mystic Pharmaceuticals Ltd.
Age M,Tablet,Betacarotene + Vitamin C + Vitamin E,6 mg+200 mg+50 mg,Mystic Pharmaceuticals Ltd.
Afuvin,Tablet,Griseofulvin [Microsize],500 mg,Ambee Pharmaceuticals Ltd.
Afun VT,Vaginal Tablet,Clotrimazole (Vaginal tablet),200 mg,Square Pharmaceuticals Ltd.
Afun,Cream,Clotrimazole (Topical),1%,Square Pharmaceuticals Ltd.
Afrin,Nasal Drop,Oxymetazoline Hydrochloride (Nasal Preparation),0.03%,Aristopharma Ltd.
Afrin,Nasal Drop,Oxymetazoline Hydrochloride (Nasal Preparation),0.05%,Aristopharma Ltd.
Afrin,Cream,Oxymetazoline Hydrochloride (Cream),1%,Aristopharma Ltd.
AFM-T,Ophthalmic Solution,Fluorometholone + Tetrahydrozoline,0.1%+0.025%,Aristopharma Ltd.
AFM-Plus,Ophthalmic Ointment,Fluorometholone + Gentamicin,0.1%+0.3%,Aristopharma Ltd.
AFM-Plus,Ophthalmic Suspension,Fluorometholone + Gentamicin,0.1%+0.3%,Aristopharma Ltd.
AFM,Ophthalmic Suspension,Fluorometholone Acetate,0.10%,Aristopharma Ltd.
Afluzol,Capsule,Fluconazole,50 mg,Ambee Pharmaceuticals Ltd.
Afluzol,Capsule,Fluconazole,150 mg,Ambee Pharmaceuticals Ltd.
Afluzol,Powder for Suspension,Fluconazole,50 mg/5 ml,Ambee Pharmaceuticals Ltd.
Afixime,Pediatric Drops,Cefixime Trihydrate,25 mg/ml,Asiatic Laboratories Ltd.
Afixime,Capsule,Cefixime Trihydrate,200 mg,Asiatic Laboratories Ltd.
Afixime,Capsule,Cefixime Trihydrate,400 mg,Asiatic Laboratories Ltd.
Afixime,Powder for Suspension,Cefixime Trihydrate,100 mg/5 ml,Asiatic Laboratories Ltd.
Afix DS,Powder for Suspension,Cefixime Trihydrate,200 mg/5 ml,Aristopharma Ltd.
Adinir,Capsule,Cefdinir,300 mg,ACME Laboratories Ltd.
Aladay,Ophthalmic Solution,Olopatadine Hydrochloride (Ophthalmic),0.10%,Eskayef Pharmaceuticals Ltd.
Alacot Max,Ophthalmic Solution,Olopatadine Hydrochloride (Ophthalmic),0.70%,Square Pharmaceuticals Ltd.
Alacot DS,Ophthalmic Solution,Olopatadine Hydrochloride (Ophthalmic),0.20%,Square Pharmaceuticals Ltd.
Alacot,Ophthalmic Solution,Olopatadine Hydrochloride (Ophthalmic),0.10%,Square Pharmaceuticals Ltd.
Alaclov,Tablet,Valacyclovir,500 mg,ACI Limited
AL-DS,Chewable Tablet,Albendazole,400 mg,Globe Pharmaceuticals Ltd.
Aktivex,Tablet,Naproxen Sodium,500 mg,Opso Saline Ltd.
Aktivex,Tablet,Naproxen Sodium,250 mg,Opso Saline Ltd.
Aknill,Topical Gel,Isotretinoin (Topical),0.05%,Incepta Pharmaceuticals Ltd.
Akicin,IM/IV Injection,Amikacin,500 mg/2 ml,Square Pharmaceuticals Ltd.
Akicin,IM/IV Injection,Amikacin,100 mg/2 ml,Square Pharmaceuticals Ltd.
Akarvia,Tablet,Favipiravir,200 mg,Incepta Pharmaceuticals Ltd.
Ajardy M,Tablet,Empagliflozin + Metformin Hydrochloride,5 mg+500 mg,Ziska Pharmaceuticals Ltd.
Ajardy,Tablet,Empagliflozin,10 mg,Ziska Pharmaceuticals Ltd.
Ajardy,Tablet,Empagliflozin,25 mg,Ziska Pharmaceuticals Ltd.
Airway,Tablet,Montelukast Sodium,10 mg,One Pharma Ltd.
Airway,Tablet,Montelukast Sodium,4 mg,One Pharma Ltd.
Airway,Tablet,Montelukast Sodium,5 mg,One Pharma Ltd.
Airup,Chewable Tablet,Montelukast Sodium,5 mg,Pharmasia Limited
Airup,Tablet,Montelukast Sodium,10 mg,Pharmasia Limited
Airpro,Syrup,Levosalbutamol (Oral),1 mg/5 ml,Everest Pharmaceuticals Ltd.
Airnaaf,Syrup,Ketotifen Fumarate (Oral),1 mg/5 ml,Naafco Pharma Ltd.
Airflow,Tablet,Montelukast Sodium,10 mg,Ad-din Pharmaceuticals Ltd.
Aire,Tablet,Levosalbutamol (Oral),2 mg,Delta Pharma Ltd.
Aire,Tablet,Levosalbutamol (Oral),1 mg,Delta Pharma Ltd.
Aid TR,Capsule (Timed Release),Diclofenac Sodium,100 mg,Premier Pharmaceuticals Ltd.
Aid SR,Tablet (Sustained Release),Diclofenac Sodium,100 mg,Premier Pharmaceuticals Ltd.
Aid,Tablet,Diclofenac Sodium,50 mg,Premier Pharmaceuticals Ltd.
AH,Oral Suspension,Albendazole,200 mg/5 ml,Drug International Ltd.
AH,Chewable Tablet,Albendazole,400 mg,Drug International Ltd.
Adinir,Powder for Suspension,Cefdinir,125 mg/5 ml,ACME Laboratories Ltd.
Alba,Chewable Tablet,Albendazole,400 mg,Navana Pharmaceuticals Ltd.
Alaxen,Tablet,Alprazolam,0.25 mg,United Pharmaceuticals Ltd.
Alaxen,Tablet,Alprazolam,0.5 mg,United Pharmaceuticals Ltd.
Alatrol,Syrup,Cetirizine Hydrochloride,5 mg/5 ml,Square Pharmaceuticals Ltd.
Alatrol,Pediatric Drops,Cetirizine Hydrochloride,2.5 mg/ml,Square Pharmaceuticals Ltd.
Alatrol,Tablet,Cetirizine Hydrochloride,10 mg,Square Pharmaceuticals Ltd.
Alatin,Tablet,Cetirizine Hydrochloride,10 mg,Concord Pharmaceuticals Ltd.
Alater,Tablet,Cetirizine Hydrochloride,10 mg,Bengal drugs Ltd.
Alat,Tablet,Cetirizine Hydrochloride,10 mg,Premier Pharmaceuticals Ltd.
Alarup,Tablet,Rupatadine Fumarate,10 mg,Popular Pharmaceuticals Ltd.
Alartn,Syrup,Cetirizine Hydrochloride,5 mg/5 ml,Alkad Laboratories
Alaron,Tablet,Loratadine,10 mg,ACI Limited
Alaron,Oral Suspension,Loratadine,5 mg/5 ml,ACI Limited
Alarid,Ophthalmic Solution,Ketotifen Fumarate (Ophthalmic),0.03%,Square Pharmaceuticals Ltd.
Alarid,Syrup,Ketotifen Fumarate (Oral),1 mg/5 ml,Square Pharmaceuticals Ltd.
Alarid,Tablet,Ketotifen Fumarate (Oral),1 mg,Square Pharmaceuticals Ltd.
Alargol,Syrup,Cetirizine Hydrochloride,5 mg/5 ml,Ethical Drug Ltd.
Alargol,Tablet,Cetirizine Hydrochloride,10 mg,Ethical Drug Ltd.
Alanil,Oral Suspension,Fexofenadine Hydrochloride,30 mg/5 ml,ACME Laboratories Ltd.
Alanil,Tablet,Fexofenadine Hydrochloride,180 mg,ACME Laboratories Ltd.
Alanil,Tablet,Fexofenadine Hydrochloride,120 mg,ACME Laboratories Ltd.
Alagra,Tablet,Fexofenadine Hydrochloride,60 mg,Alco Pharma Ltd.
Alagra,Oral Suspension,Fexofenadine Hydrochloride,30 mg/5 ml,Alco Pharma Ltd.
Alagra,Tablet,Fexofenadine Hydrochloride,180 mg,Alco Pharma Ltd.
Alagra,Tablet,Fexofenadine Hydrochloride,120 mg,Alco Pharma Ltd.
Alagra,Tablet,Fexofenadine Hydrochloride,30 mg,Alco Pharma Ltd.
Alafree,Tablet,Fexofenadine Hydrochloride,120 mg,Apex Pharmaceuticals Ltd.
Alafree,Oral Suspension,Fexofenadine Hydrochloride,30 mg/5 ml,Apex Pharmaceuticals Ltd.
Aladay Max,Ophthalmic Solution,Olopatadine Hydrochloride (Ophthalmic),0.70%,Eskayef Pharmaceuticals Ltd.
Aladay DS,Ophthalmic Solution,Olopatadine Hydrochloride (Ophthalmic),0.20%,Eskayef Pharmaceuticals Ltd.
Adifex,Tablet,Fexofenadine Hydrochloride,120 mg,United Pharmaceuticals Ltd.
Alchek DS,Ophthalmic Solution,Olopatadine Hydrochloride (Ophthalmic),0.20%,Apex Pharmaceuticals Ltd.
Alchek,Ophthalmic Solution,Olopatadine Hydrochloride (Ophthalmic),0.10%,Apex Pharmaceuticals Ltd.
Alcet,Oral Solution,Levocetirizine Dihydrochloride,2.5 mg/5 ml,Healthcare Pharmaceuticals Ltd.
Alcet,Tablet,Levocetirizine Dihydrochloride,5 mg,Healthcare Pharmaceuticals Ltd.
Alcefen,Tablet,Aceclofenac,100 mg,Allied Pharmaceuticals Ltd.
Alcavir,Tablet,Entecavir,0.5 mg,Innovative Pharma (Albion)
Alcafta,Ophthalmic Solution,Alcaftadine,0.25%,Incepta Pharmaceuticals Ltd.
Alcaft,Ophthalmic Solution,Alcaftadine,0.25%,Healthcare Pharmaceuticals Ltd.
Alcadin,Ophthalmic Solution,Alcaftadine,0.25%,Popular Pharmaceuticals Ltd.
Albutein,IV Infusion,Albumin (Human),25%,Alpha Therapeutic Corporation
Albutein,IV Infusion,Albumin (Human),5%,Grifols Biologicals LLC
Albutein,IV Infusion,Albumin (Human),5%,Alpha Therapeutic Corporation
Albumin Human,IV Infusion,Albumin (Human),20%,Octapharma Pharmazeutica
Albrex,Chewable Tablet,Albendazole,400 mg,Medimet Pharmaceuticals Ltd.
Albol-DS,Chewable Tablet,Albendazole,400 mg,Ethical Drug Ltd.
Albezole,Chewable Tablet,Albendazole,400 mg,Apollo Pharmaceutical Ltd.
Albezen,Chewable Tablet,Albendazole,400 mg,Zenith Pharmaceuticals Ltd.
Albentas,Chewable Tablet,Albendazole,400 mg,Veritas Pharmaceuticals Ltd.
Albendox,Chewable Tablet,Albendazole,400 mg,Indo Bangla Pharmaceutical
Albendol,Oral Suspension,Albendazole,200 mg/5 ml,Globex Pharmaceuticals Ltd.
Albendol,Chewable Tablet,Albendazole,400 mg,Globex Pharmaceuticals Ltd.
Albenda DS,Chewable Tablet,Albendazole,400 mg,Aexim Pharmaceuticals Ltd.
Alben DS,Chewable Tablet,Albendazole,400 mg,Eskayef Pharmaceuticals Ltd.
Alben,Oral Suspension,Albendazole,200 mg/5 ml,Eskayef Pharmaceuticals Ltd.
Albazol DS,Chewable Tablet,Albendazole,400 mg,Central Pharmaceuticals Ltd.
Albatab,Tablet,Vitamin B complex,,Aexim Pharmaceuticals Ltd.
Albasine,Tablet,Almitrine Bismesylate + Raubasine,30 mg+10 mg,Drug International Ltd.
Albaplex,Syrup,Vitamin B complex,,Aexim Pharmaceuticals Ltd.
Albamax DS,Chewable Tablet,Albendazole,400 mg,Ziska Pharmaceuticals Ltd.
Albafen,Tablet,Baclofen,10 mg,Allied Pharmaceuticals Ltd.
Adglim,Tablet,Glimepiride,2 mg,UniMed UniHealth
Alenvir,Tablet,Tenofovir Alafenamide,25 mg,Square Pharmaceuticals Ltd.
Alendon,Tablet,Alendronic acid,10 mg,Beximco Pharmaceuticals Ltd.
Alendon,Tablet,Alendronic acid,70 mg,Beximco Pharmaceuticals Ltd.
Alecensa,Capsule,Alectinib,150 mg,Roche Bangladesh Ltd.
Ale DS,Chewable Tablet,Albendazole,400 mg,Aztec Pharmaceuticals Ltd.
Aldorin,Tablet,Epalrestat,50 mg,Eskayef Pharmaceuticals Ltd.
Aldopa,Tablet,Levodopa + Carbidopa (FC tablet),100 mg+10 mg,Innovative Pharma (Albion)
Aldopa,Tablet,Levodopa + Carbidopa (FC tablet),250 mg+25 mg,Innovative Pharma (Albion)
Aldonist,Tablet,Eplerenone,25 mg,UniMed UniHealth
Aldonist,Tablet,Eplerenone,50 mg,UniMed UniHealth
Aldocort,Tablet,Fludrocortisone Acetate,0.10 mg,Incepta Pharmaceuticals Ltd.
Aldin DS,Chewable Tablet,Albendazole,400 mg,Techno Drugs Ltd.
Aldex-DS,Chewable Tablet,Albendazole,400 mg,Gaco Pharmaceuticals Ltd.
Aldex,Oral Suspension,Albendazole,200 mg/5 ml,Gaco Pharmaceuticals Ltd.
Aldew,Chewable Tablet,Albendazole,400 mg,Doctor’s Chemical Works Ltd.
Aldes DS,Chewable Tablet,Albendazole,400 mg,Desh Pharmaceuticals Ltd.
Aldes,Oral Suspension,Albendazole,200 mg/5 ml,Desh Pharmaceuticals Ltd.
Aldaben-DS,Chewable Tablet,Albendazole,400 mg,Ad-din Pharmaceuticals Ltd.
Aldaben,Oral Suspension,Albendazole,200 mg/5 ml,Ad-din Pharmaceuticals Ltd.
Alda DS,Chewable Tablet,Albendazole,400 mg,Supreme Pharmaceutical Ltd.
Alda,Oral Suspension,Albendazole,200 mg/5 ml,Supreme Pharmaceutical Ltd.
Alcot,Oral Suspension,Sulphamethoxazole + Trimethoprim,(200 mg+40 mg)/5 ml,Pacific Pharmaceuticals Ltd.
Alcot,Tablet,Sulphamethoxazole + Trimethoprim,400 mg+80 mg,Pacific Pharmaceuticals Ltd.
Alcot,Tablet,Sulphamethoxazole + Trimethoprim,800 mg+160 mg,Pacific Pharmaceuticals Ltd.
Alconil,Mouthwash,Eucalyptol + Menthol + Methyl Salicylate + Thymol + Sodium Fluoride,,Ziska Pharmaceuticals Ltd.
Alcofen SR,Capsule (Sustained Release),Diclofenac Sodium,100 mg,Aexim Pharmaceuticals Ltd.
Alcofen,Tablet,Diclofenac Sodium,50 mg,Aexim Pharmaceuticals Ltd.
Alclor,Capsule,Cefaclor Monohydrate,500 mg,ACME Laboratories Ltd.
Alclor,Powder for Suspension,Cefaclor Monohydrate,125 mg/5 ml,ACME Laboratories Ltd.
Alclor,Pediatric Drops,Cefaclor Monohydrate,125 mg/1.25 ml,ACME Laboratories Ltd.
Adglim,Tablet,Glimepiride,1 mg,UniMed UniHealth
Alfex,Tablet,Fexofenadine Hydrochloride,120 mg,Medicon Pharmaceuticals Ltd.
Alfavir,Tablet,Tenofovir Alafenamide,25 mg,Incepta Pharmaceuticals Ltd.
Alfasin XR,Tablet (Extended Release),Alfuzosin Hydrochloride,10 mg,Incepta Pharmaceuticals Ltd.
Alfacort,IM/IA Injection,Triamcinolone Acetonide (Injection),40 mg/ml,Ziska Pharmaceuticals Ltd.
Aleze,Oral Suspension,Loratadine,5 mg/5 ml,UniMed UniHealth
Aleze,Tablet,Loratadine,10 mg,UniMed UniHealth
Alexid,Tablet,Pivmecillinam,200 mg,Aristopharma Ltd.
Alexa,SC Injection,Enoxaparin Sodium,8000 Anti-Xa IU/0.8 ml,Healthcare Pharmaceuticals Ltd.
Alexa,SC Injection,Enoxaparin Sodium,6000 Anti-Xa IU/0.6 ml,Healthcare Pharmaceuticals Ltd.
Alexa,SC Injection,Enoxaparin Sodium,4000 Anti-Xa IU/0.4 ml,Healthcare Pharmaceuticals Ltd.
Aletrin,Tablet,Cetirizine Hydrochloride,10 mg,Reman Drug Laboratories Ltd.
Alestor,Tablet,Allylestrenol,5 mg,Incepta Pharmaceuticals Ltd.
Alestin,Tablet,Ebastine,10 mg,Novelta Bestway Pharma Ltd.
Alestin,Syrup,Ebastine,5 mg/5 ml,Novelta Bestway Pharma Ltd.
Alervil,Syrup,Pheniramine Maleate,15 mg/5 ml,Incepta Pharmaceuticals Ltd.
Alertadin,Tablet,Desloratadine,5 mg,Beacon Pharmaceuticals Ltd.
Alert,Tablet,Loratadine,10 mg,Apollo Pharmaceutical Ltd.
Alermet,Tablet,Cetirizine Hydrochloride,10 mg,Orbit Pharmaceuticals Ltd.
Alermet,Syrup,Cetirizine Hydrochloride,5 mg/5 ml,Orbit Pharmaceuticals Ltd.
